flt_no,flt_date,original_ab_price,original_bc_price,original_ac_price,original_ab_revenue,original_bc_revenue,original_ac_revenue,original_total_revenue,optimal_ab_price,optimal_bc_price,optimal_ac_price,predicted_ab_pax,predicted_bc_pax,predicted_ac_pax,allocated_ab_seats,allocated_bc_seats,allocated_ac_seats,expected_revenue,revenue_improvement,revenue_improvement_amount
Ysk7bTesZRo=,2024-06-08,353.62068965517244,472.9550561797753,1091.918918918919,30765.0,42093.0,40401.0,113259.0,1002,1715,2254,85,101,33,119,119,39,332767,193.810646394547,219508.0
WxTT56g9Eqc=,2024-06-20,471.53333333333336,1699.2413793103449,2323.3333333333335,70730.0,246390.0,20910.0,338030.0,1460,2394,2849,101,98,0,174,174,0,382072,13.029021092802415,44042.0
6IrXAJuV7m4=,2024-06-15,524.48,378.67105263157896,544.5,78672.0,57558.0,6534.0,142764.0,1399,954,1605,147,142,7,168,168,8,352356,146.81012019836933,209592.0
gJiIwUlZIpU=,2024-06-09,224.044776119403,425.7894736842105,462.9230769230769,15011.0,48540.0,12036.0,75587.0,684,1541,1589,59,98,37,115,115,43,250167,230.96564224006775,174580.0
0Si6SFgmOVk=,2024-06-30,498.1444444444445,476.53731343283584,752.7037037037037,44833.0,31928.0,40646.0,117407.0,1051,1677,2559,102,88,41,121,121,48,359697,206.3675930736668,242290.0
Jea/eaqAHXE=,2024-06-29,483.7643312101911,473.76510067114094,734.5,75951.0,70591.0,14690.0,161232.0,1479,817,1626,143,144,0,184,184,0,329145,104.14371836856206,167913.0
ZI/qcA/A3qA=,2024-06-03,437.5193798449613,362.90909090909093,1090.645161290323,56440.0,19960.0,33810.0,110210.0,1618,958,1638,98,63,31,123,123,39,269696,144.7110062607749,159486.0
coegFyeCFXg=,2024-06-20,303.37404580152673,311.51724137931035,639.3181818181819,39742.0,36136.0,14065.0,89943.0,844,895,1309,109,87,43,122,122,48,226148,151.43479759403178,136205.0
UwhjysXBggs=,2024-06-07,579.3333333333334,779.6896551724138,965.818181818182,66044.0,90444.0,31872.0,188360.0,1783,1549,2058,139,145,0,158,158,0,472442,150.8186451475897,284082.0
g9QYQ9CCT18=,2024-06-26,715.5737704918033,429.1666666666667,983.170731707317,43650.0,30900.0,80620.0,155170.0,2011,1045,2449,77,57,64,102,102,84,371148,139.1879873686924,215978.0
uieYwV6cD6w=,2024-06-09,333.93150684931504,575.7333333333333,689.304347826087,24377.0,51816.0,47562.0,123755.0,2015,1616,2216,63,75,40,107,107,57,336785,172.1384994545675,213030.0
q/HT5qZlz1U=,2024-06-29,790.4237288135594,1019.1634615384615,1528.111111111111,93270.0,105993.0,82518.0,281781.0,1370,1667,2437,115,86,41,130,130,46,400829,42.248412774459595,119048.0
/olZV51cAhI=,2024-06-13,571.25,466.1951219512195,575.4716981132076,50270.0,38228.0,30500.0,118998.0,1426,914,1783,62,71,33,104,104,48,212145,78.27610548076439,93147.0
Tycb04RiX7o=,2024-06-14,366.6666666666667,648.2272727272727,537.0786516853933,25300.0,57044.0,47800.0,130144.0,824,1096,1313,85,106,63,113,113,67,268935,106.64417875583969,138791.0
TvVcoi4miQ4=,2024-06-10,450.37373737373736,1132.7407407407406,1268.6507936507935,44587.0,122336.0,79925.0,246848.0,843,2255,3024,104,95,12,158,158,18,338185,37.001312548612916,91337.0
dpXGy/dDAGE=,2024-06-27,730.2515723270441,934.2476190476192,1090.0,116110.0,196192.0,5450.0,317752.0,1592,1706,1995,185,191,0,220,220,0,620366,95.23590724842015,302614.0
zcVLdOxu4Sg=,2024-06-06,607.7,702.35,871.2,79001.0,98329.0,21780.0,199110.0,1281,1666,2101,127,89,30,136,136,32,373991,87.83134950529859,174881.0
qKphYz7026U=,2024-06-30,489.9789473684211,1241.7848101265822,1177.7111111111112,46548.0,98101.0,52997.0,197646.0,1114,1566,1794,118,110,27,130,130,30,352150,78.17208544569584,154504.0
hzABs6D9FgU=,2024-06-20,755.0338983050848,540.8991596638656,969.75,89094.0,64367.0,38790.0,192251.0,1491,1293,1742,127,123,26,134,134,28,393688,104.77812859230902,201437.0
6KUdrXSF4z4=,2024-06-22,381.8809523809524,703.7640449438202,887.1125,32078.0,62635.0,70969.0,165682.0,510,1486,1635,96,99,44,122,122,54,268014,61.764102316485804,102332.0
VRwfAYaMI0E=,2024-06-17,586.2595419847328,1023.7037037037036,1892.6666666666667,76800.0,165840.0,28390.0,271030.0,1721,1602,1853,138,113,0,180,180,0,418524,54.419805925543294,147494.0
+Wfo7u47ypo=,2024-06-24,455.4867256637168,1042.045045045045,823.32,51470.0,115667.0,41166.0,208303.0,846,1731,1928,97,117,13,158,158,18,309653,48.655084180256644,101350.0
Y/oELysUkvg=,2024-06-20,871.5737704918033,254.28225806451613,653.2,106332.0,31531.0,22862.0,160725.0,1654,610,1693,118,120,33,133,133,37,324241,101.73650645512522,163516.0
F5RkBLbr2fc=,2024-06-30,1395.3846153846157,448.79761904761904,840.5,126980.0,37699.0,33620.0,198299.0,2353,1163,2698,78,103,20,127,127,25,357283,80.1738788395302,158984.0
Iq1pqOjoFk4=,2024-06-14,801.6835443037975,969.5945945945946,1406.3766233766237,63333.0,71750.0,108291.0,243374.0,1236,2268,2626,103,99,88,99,99,65,517586,112.6710330602283,274212.0
v2s1a5omn2M=,2024-06-06,224.51351351351352,470.6714285714286,454.09090909090907,33228.0,65894.0,9990.0,109112.0,743,1161,1630,91,120,48,131,131,53,285173,161.35805410953884,176061.0
97CD8iooGwQ=,2024-06-18,515.4545454545455,410.1111111111111,966.5,17010.0,18455.0,115980.0,151445.0,1241,872,1318,86,73,71,99,99,81,263960,74.29429826009442,112515.0
Pubn+4ZRllU=,2024-06-07,691.7890625,666.5862068965517,665.825,88549.0,77324.0,26633.0,192506.0,1272,1245,1357,100,127,30,142,142,33,326025,69.35835766157939,133519.0
dd5pRVOwm88=,2024-06-22,476.47058823529414,668.9230769230769,707.8863636363636,40500.0,60872.0,62294.0,163666.0,1491,1031,1566,119,121,44,135,135,49,371084,126.73249178204391,207418.0
y3F9TivQ4yM=,2024-06-18,720.5044247787611,445.0457516339869,613.1818181818181,81417.0,68092.0,13490.0,162999.0,1639,1088,2136,108,127,36,137,137,39,392084,140.54380701722096,229085.0
4/39kEsf9nQ=,2024-06-06,280.9913793103448,644.6604938271605,655.483870967742,32595.0,104435.0,20320.0,157350.0,1064,1204,1275,137,160,43,163,163,44,393233,149.9097553225294,235883.0
bCl4I3AtNhA=,2024-06-22,640.1923076923077,795.44,745.0,83225.0,59658.0,11175.0,154058.0,1622,1433,1947,91,96,3,153,153,5,291011,88.89703877760324,136953.0
KDA+Bf/6T2Y=,2024-06-07,436.6666666666667,820.3452380952381,415.8421052631579,27510.0,68909.0,39505.0,135924.0,871,1628,2131,65,85,46,117,117,63,293021,115.57708719578588,157097.0
IapV6lLiVy0=,2024-06-03,608.1986754966888,373.2774193548387,1303.0,91838.0,57858.0,2606.0,152302.0,1395,1040,1506,112,122,23,133,133,25,317758,108.63678743549,165456.0
tH/Yb7ir+DE=,2024-06-13,407.6296296296296,484.2543859649123,629.5901639344262,33018.0,55205.0,38405.0,126628.0,846,1277,1478,106,100,41,127,127,49,277974,119.52016931484349,151346.0
zi3KKw3Arkk=,2024-06-12,220.0,485.42857142857144,401.095890410959,3080.0,50970.0,29280.0,83330.0,318,1135,1480,20,57,87,71,71,109,199815,139.78759150366014,116485.0
nOuTYwL71I0=,2024-06-28,545.6754385964912,577.7094017094017,602.0769230769231,62207.0,67592.0,23481.0,153280.0,1098,950,1417,142,142,50,142,142,44,353164,130.4044885177453,199884.0
qMdPIcvHxmY=,2024-06-01,635.1260504201681,340.295652173913,1032.3055555555557,75580.0,39134.0,37163.0,151877.0,1479,1993,2173,121,126,6,180,180,9,443115,191.75912086754414,291238.0
jJqPVxbZt0c=,2024-06-23,478.6140350877193,909.4745762711864,1407.179487179487,54562.0,107318.0,54880.0,216760.0,1411,1381,1871,114,112,28,127,127,31,367914,69.73334563572615,151154.0
4/39kEsf9nQ=,2024-06-10,652.3157894736842,630.8055555555555,702.7272727272727,61970.0,113545.0,7730.0,183245.0,1064,1204,1275,143,150,37,166,166,41,379927,107.33280580643401,196682.0
TpjRdVLvI1g=,2024-06-13,350.1818181818182,370.4761904761905,431.8648648648648,7704.0,7780.0,15979.0,31463.0,707,599,746,28,21,30,43,43,46,54755,74.02981279598258,23292.0
tG7AtJp+zF8=,2024-06-14,131.96296296296296,310.0,476.12,3563.0,310.0,23806.0,27679.0,589,585,1118,27,21,51,36,36,68,85206,207.8362657610463,57527.0
IMOyR+1UFNk=,2024-06-09,164.6875,434.4230769230769,407.6923076923077,5270.0,22590.0,10600.0,38460.0,648,675,784,43,56,33,57,57,33,91536,138.003120124805,53076.0
L+hPoa0kYfM=,2024-06-05,297.12396694214874,533.4557823129252,690.952380952381,35952.0,78418.0,14510.0,128880.0,1067,1416,1613,148,129,0,176,176,0,340580,164.26132836747362,211700.0
D6mfKcSL/ag=,2024-06-10,658.5636363636364,790.1818181818181,1413.0,36221.0,43460.0,5652.0,85333.0,1366,1452,1703,70,53,0,89,89,0,172576,102.2382899933203,87243.0
tQpR6Le1f9A=,2024-06-17,680.5849056603773,435.4590163934426,1380.6410256410256,36071.0,53126.0,53845.0,143042.0,1236,1541,2691,72,96,17,168,168,30,282675,97.61678388165713,139633.0
HuEUssP7CW4=,2024-06-16,798.1,722.2452830188679,485.2592592592592,39905.0,38279.0,13102.0,91286.0,1216,913,1359,41,68,18,71,71,19,136402,49.422693512696355,45116.0
Rb8xR6/xrRQ=,2024-06-11,356.88524590163934,701.1864406779661,739.4621848739496,21770.0,41370.0,87996.0,151136.0,997,1508,1995,45,59,98,71,71,118,329347,117.91432881643023,178211.0
9vuMx030FYc=,2024-06-29,165.0,305.0,296.42857142857144,825.0,915.0,12450.0,14190.0,579,543,632,29,33,33,48,48,47,55566,291.5856236786469,41376.0
/7/Z6+E3n8Q=,2024-06-12,305.48,568.4166666666666,860.2777777777778,7637.0,40926.0,15485.0,64048.0,435,1353,1432,46,84,35,96,96,40,183782,186.9441668748439,119734.0
88d9azlfBTA=,2024-06-15,527.6633663366337,438.1759259259259,1031.0869565217392,53294.0,47323.0,47430.0,148047.0,1382,1271,2207,76,74,34,113,113,51,274124,85.16011807061271,126077.0
DLW6IoobIS4=,2024-06-11,405.2772277227723,409.21176470588233,526.5151515151515,40933.0,34783.0,34750.0,110466.0,835,1265,1837,71,83,56,110,110,74,267152,141.8409284304673,156686.0
KpT1Doow/Mg=,2024-06-02,797.475,620.3388429752066,568.125,31899.0,75061.0,22725.0,129685.0,1688,1372,1957,69,88,5,168,168,10,246993,90.45610517793115,117308.0
X+GCQFDmaMc=,2024-06-16,775.1612903225806,669.6216216216217,943.20987654321,48060.0,49552.0,76400.0,174012.0,2319,1217,3468,74,73,39,103,103,55,395699,127.39753580212859,221687.0
88MdXlaY8/o=,2024-06-02,329.9583333333333,932.8365384615385,988.1686746987951,31676.0,97015.0,82018.0,210709.0,1100,1760,2331,111,92,39,140,140,49,374929,77.93687028081382,164220.0
TnrScZgmgY0=,2024-06-25,358.8529411764706,349.0217391304348,696.4814814814815,36603.0,32110.0,37610.0,106323.0,766,905,1226,109,106,40,127,127,47,228464,114.87730782615238,122141.0
T+NGIcqgCF4=,2024-06-23,399.75308641975306,1442.9347826086955,1336.6666666666667,32380.0,132750.0,96240.0,261370.0,818,2036,2486,138,105,16,161,161,19,366440,40.19971687645866,105070.0
qwqS1Tyf9A8=,2024-06-08,599.9173553719008,481.0204081632653,845.4615384615385,72590.0,47140.0,10991.0,130721.0,1784,939,1835,138,122,44,140,140,44,441490,237.73456445406632,310769.0
AwALMGqdpAI=,2024-06-12,615.2459016393443,484.1948051948052,558.3333333333334,75060.0,74566.0,10050.0,159676.0,948,1826,1836,89,115,0,142,142,0,294362,84.34955785465567,134686.0
pS/Qu/0lgeI=,2024-06-07,454.95348837209303,493.6458333333333,535.48,58689.0,71085.0,13387.0,143161.0,1547,770,1742,112,118,29,141,141,35,314642,119.78192384797535,171481.0
bTNxIbgbJ6A=,2024-06-07,738.1681415929204,614.0463576158941,705.5,83413.0,92721.0,4233.0,180367.0,940,1168,1827,121,89,19,149,149,23,252405,39.939678544301344,72038.0
+y/TjA1b+Ak=,2024-06-02,552.6129032258065,954.5588235294116,1761.3695652173913,51393.0,64910.0,81023.0,197326.0,1644,1978,2430,107,81,0,158,158,0,336126,70.34045184111571,138800.0
aSlfoIEQW3s=,2024-06-11,454.2857142857143,328.27,572.7169811320755,22260.0,32827.0,30354.0,85441.0,1585,1020,2039,70,55,37,103,103,55,242493,183.81339169719456,157052.0
m0LtG4IVn0Y=,2024-06-29,351.30434782608694,250.79787234042553,371.5,16160.0,23575.0,23776.0,63511.0,873,874,1013,69,99,21,139,139,29,168036,164.57778967422968,104525.0
AAThChrENWM=,2024-06-13,488.71794871794873,573.6184210526316,1150.0,76240.0,87190.0,6900.0,170330.0,1975,1610,2369,127,143,16,156,156,18,518959,204.67856513826104,348629.0
NdzjA5dy7OQ=,2024-06-24,463.80434782608694,1142.641304347826,603.0952380952381,42670.0,105123.0,37995.0,185788.0,1271,1722,2317,78,86,50,111,111,65,363080,95.4270458802506,177292.0
MdkuINsMnc8=,2024-06-13,150.0,375.0,387.5,4800.0,1875.0,4650.0,11325.0,133,784,821,19,21,8,64,64,25,25559,125.68653421633553,14234.0
W4esMhbV+oY=,2024-06-09,574.5454545454545,147.94444444444446,465.40983606557376,18960.0,2663.0,28390.0,50013.0,1222,327,1623,56,57,58,89,89,91,181205,262.31579789254795,131192.0
uieYwV6cD6w=,2024-06-24,842.52,722.8875,1018.2258064516128,63189.0,57831.0,63130.0,184150.0,2015,1353,2216,82,74,34,116,116,48,340696,85.01004615802336,156546.0
DTFxlp9b5R8=,2024-06-04,571.2919708029198,454.1578947368421,698.5652173913044,78267.0,34516.0,16067.0,128850.0,1003,990,1172,114,107,0,164,164,0,220272,70.95227008149011,91422.0
aDJC6bpUPP0=,2024-06-13,596.8085106382979,505.5416666666667,1491.4109589041095,56100.0,36399.0,108873.0,201372.0,2174,1362,3147,77,61,20,135,135,35,313420,55.64229386409233,112048.0
hxkqHd/dS2g=,2024-06-03,594.4444444444445,195.06521739130432,786.0,16050.0,8973.0,22794.0,47817.0,1107,830,1256,32,30,6,75,75,14,67860,41.91605495953322,20043.0
xtRJBdk4C8M=,2024-06-17,968.6938775510204,1246.6090909090908,1830.0454545454545,94932.0,137127.0,40261.0,272320.0,1152,1929,2144,110,100,24,135,135,29,371076,36.264688601645126,98756.0
VX7f1dkujJk=,2024-06-18,518.6025641025641,281.3707865168539,761.7741935483871,40451.0,25042.0,70845.0,136338.0,1279,850,1806,90,83,56,113,113,71,286796,110.35661371004414,150458.0
yMzVnsdMBnc=,2024-06-16,371.993006993007,464.06535947712416,582.9677419354839,53195.0,71002.0,18072.0,142269.0,983,1389,1983,140,131,47,141,141,48,412780,190.14050847338493,270511.0
HuEUssP7CW4=,2024-06-06,716.0208333333334,675.6470588235294,420.0,34369.0,57430.0,840.0,92639.0,840,913,1137,46,65,23,66,66,24,124136,33.99971934066646,31497.0
ZRd4XTw3AFc=,2024-06-07,362.88461538461536,894.4528301886793,874.0,37740.0,94812.0,17480.0,150032.0,1041,2078,2191,62,57,40,80,80,52,270628,80.38018556041378,120596.0
Y/MCVKTzNpo=,2024-06-06,608.6986301369863,594.0410958904109,727.329268292683,44435.0,43365.0,59641.0,147441.0,1192,980,1596,86,91,58,96,96,62,284260,92.7957623727457,136819.0
sxQCnQ24xlk=,2024-06-06,471.675,543.6129032258065,580.4878048780488,37734.0,50556.0,23800.0,112090.0,1353,1299,2009,102,86,34,118,118,40,318026,183.7237933803194,205936.0
L3AEY35RJDQ=,2024-06-03,596.0,481.8066666666667,,50660.0,72271.0,0.0,122931.0,1260,1440,1788,123,138,6,151,151,7,364428,196.44922761549162,241497.0
MEmvwYaKH+I=,2024-06-10,489.27884615384613,521.0943396226415,546.5714285714286,50885.0,55236.0,11478.0,117599.0,1166,864,1523,113,109,52,114,114,53,305130,159.46649206200735,187531.0
CMtyvx0wfns=,2024-06-21,525.5342465753424,470.7441860465116,854.4918032786885,38364.0,40484.0,52124.0,130972.0,1108,609,1821,61,62,75,79,79,95,241921,84.71199951134594,110949.0
VRwfAYaMI0E=,2024-06-23,586.1363636363636,1056.5408805031448,1765.4166666666667,77370.0,167990.0,84740.0,330100.0,1721,1602,2217,136,155,1,226,226,1,484583,46.79884883368676,154483.0
n9py0eJ94/E=,2024-06-17,1167.142857142857,392.7,822.8571428571429,89870.0,39270.0,57600.0,186740.0,1744,1244,1995,107,110,36,136,136,44,395268,111.66755917318196,208528.0
B6xSnMbfPgs=,2024-06-29,235.65217391304347,321.5217391304348,387.0689655172414,5420.0,7395.0,22450.0,35265.0,245,931,1319,26,52,35,54,54,36,100947,186.25265844321567,65682.0
mVFWqEsH16o=,2024-06-04,363.2578125,606.7569444444445,860.0384615384615,46497.0,87373.0,22361.0,156231.0,1232,1314,1769,91,99,40,123,123,49,312958,100.3174786053984,156727.0
4/39kEsf9nQ=,2024-06-21,737.3356164383562,659.6780821917808,983.548387096774,107651.0,96313.0,30490.0,234454.0,1064,1204,1275,141,146,36,144,144,36,369300,57.51490697535551,134846.0
80AzW4GaEbg=,2024-06-09,392.4950495049505,404.66336633663366,707.9756097560976,39642.0,40871.0,29027.0,109540.0,1517,2452,3388,140,124,33,133,133,33,617613,463.82417381778345,508073.0
TMaRgVVtHq0=,2024-06-17,733.1532846715329,635.6928571428572,1057.1142857142856,100442.0,88997.0,36999.0,226438.0,1305,1445,1768,126,134,27,150,150,30,405796,79.20843674648248,179358.0
dpXGy/dDAGE=,2024-06-14,704.8079096045198,604.9425287356322,1301.428571428571,124751.0,105260.0,9110.0,239121.0,1592,1706,1995,170,174,0,186,186,0,567484,137.32085429552404,328363.0
DtjcYeUmnSM=,2024-06-07,532.8469387755102,625.6521739130435,644.566037735849,52219.0,43170.0,34162.0,129551.0,835,1078,1314,117,104,20,145,145,25,236087,82.2347955631373,106536.0
MbWpQZhccUE=,2024-06-22,618.0903225806452,354.921568627451,822.4,95804.0,36202.0,20560.0,152566.0,819,766,852,114,110,18,168,168,26,192962,26.477721117418035,40396.0
R/wmOa7qZQk=,2024-06-03,319.3469387755102,332.83673469387753,1312.25,46944.0,48927.0,5249.0,101120.0,922,1169,1635,108,102,15,149,149,21,243339,140.64378955696202,142219.0
biqm+5Xx1Jo=,2024-06-16,473.76666666666665,546.1290322580645,712.9245283018868,28426.0,33860.0,75570.0,137856.0,1058,1104,2375,52,71,86,79,79,95,337650,144.92949164345404,199794.0
NhUn9Rw8IwI=,2024-06-08,905.9230769230768,665.6739130434783,652.5225225225225,35331.0,30621.0,72430.0,138382.0,1716,1238,2268,61,65,38,111,111,65,271330,96.07318870951424,132948.0
jXr97M1wpn4=,2024-06-15,410.0,287.45,231.29850746268656,1640.0,5749.0,15497.0,22886.0,132,160,186,8,24,20,49,49,41,8616,-62.35252993096216,-14270.0
eEJpX8DMO/Y=,2024-06-21,583.2013422818792,449.5302013422819,988.3870967741937,86897.0,66980.0,30640.0,184517.0,1191,1618,2790,143,144,24,158,158,26,470265,154.86269557818522,285748.0
rHKBukrqA5c=,2024-06-13,270.31404958677683,524.1720430107526,499.8076923076923,32708.0,48748.0,25990.0,107446.0,687,955,958,92,122,25,153,153,31,203664,89.55009958490777,96218.0
NHpr1itytzo=,2024-06-03,583.125,507.8787878787879,782.5,46650.0,16760.0,21910.0,85320.0,1022,728,1508,80,53,40,120,120,60,180664,111.7487107360525,95344.0
Qh/+5yBBUNs=,2024-06-29,374.8095238095238,485.0,733.1836734693877,7871.0,17945.0,35926.0,61742.0,758,835,1139,33,45,24,59,59,31,89925,45.646399533542805,28183.0
HICBx8/bXHc=,2024-06-17,1041.7448275862068,1065.301775147929,1244.4,151053.0,180036.0,12444.0,343533.0,1631,1992,2136,145,153,11,172,172,12,564767,64.39963555175194,221234.0
4bNtcsxSN/Y=,2024-06-10,534.1397849462365,292.3188405797101,719.375,49675.0,20170.0,23020.0,92865.0,844,895,1309,74,84,44,104,104,54,195232,110.23205728746028,102367.0
VmIl4oi1R3k=,2024-06-17,437.4418604651163,595.6565656565657,754.3181818181819,37620.0,58970.0,33190.0,129780.0,1314,1104,1874,88,97,37,114,114,44,292058,125.0408383418092,162278.0
uBhwwlhBqps=,2024-06-11,506.35,519.2,1014.5833333333334,50635.0,38940.0,48700.0,138275.0,1505,1751,2340,91,77,20,130,130,28,318582,130.39739649249685,180307.0
GnTOaIsWcUE=,2024-06-08,449.125,383.75,341.7586206896552,7186.0,9210.0,19822.0,36218.0,628,704,767,32,28,25,50,50,39,58983,62.85548622232039,22765.0
L+hPoa0kYfM=,2024-06-24,466.2735849056603,688.75,894.3636363636364,49425.0,68875.0,39352.0,157652.0,1067,1416,1613,134,140,0,176,176,0,341218,116.43746987034736,183566.0
1ZIaM5T9L0k=,2024-06-08,576.3850931677018,407.825,,92798.0,65252.0,0.0,158050.0,1251,1168,1285,146,145,23,156,156,24,381561,141.41790572603608,223511.0
kT73uQT+MVs=,2024-06-15,358.94029850746267,1719.8827586206896,1510.909090909091,48098.0,249383.0,16620.0,314101.0,1091,2559,2977,106,110,28,126,126,32,480492,52.97372501201843,166391.0
U3AUvosq/HI=,2024-06-10,405.6391752577319,596.016129032258,1014.5384615384615,39347.0,73906.0,13189.0,126442.0,1395,1486,2076,99,108,31,127,127,37,362949,187.04781639012353,236507.0
9ON+RGBc+/g=,2024-06-27,377.0093457943925,603.75,442.10526315789474,40340.0,72450.0,25200.0,137990.0,1219,1282,1767,140,120,12,166,166,14,345704,150.52829915211248,207714.0
dLI7mvzBeNY=,2024-06-08,329.5609756097561,653.4018691588785,599.8285714285714,27024.0,69914.0,41988.0,138926.0,935,1574,2194,59,102,35,141,141,48,292503,110.54590213494954,153577.0
SAzMP7vrLyg=,2024-06-25,455.6184210526315,881.295918367347,908.2058823529412,34627.0,86367.0,30879.0,151873.0,528,1613,1635,100,105,45,111,111,47,295740,94.72849025172349,143867.0
4bFLKc/Qey8=,2024-06-10,573.7586206896551,591.25,469.7142857142857,16639.0,18920.0,16440.0,51999.0,838,1019,1320,23,39,58,37,37,58,133537,156.80686167041674,81538.0
73j3LzH+/Ts=,2024-06-14,587.9651162790698,516.0980392156863,798.3333333333334,50565.0,78963.0,16765.0,146293.0,1631,1416,1806,146,143,25,150,150,26,485764,232.04869679342144,339471.0
vdohOe5e+xg=,2024-06-07,547.7184466019418,732.2452830188679,508.8636363636364,56415.0,77618.0,22390.0,156423.0,990,1484,2390,89,98,25,126,126,32,293292,87.49928079630234,136869.0
/um44pu8fVM=,2024-06-24,2752.710144927536,392.0,2839.2714285714287,189937.0,4704.0,198749.0,393390.0,3130,640,3481,66,24,50,100,100,76,395990,0.6609217316149368,2600.0
3X0FxvOXyMY=,2024-06-17,1139.24882629108,1141.9558823529412,2433.793103448276,242660.0,232959.0,141160.0,616779.0,2426,2243,6007,200,171,1,278,278,1,874760,41.82713743496455,257981.0
38at2ZkZ9X0=,2024-06-18,639.8780487804878,598.1274509803922,749.5882352941177,52470.0,61009.0,12743.0,126222.0,1099,1152,1217,65,77,10,108,108,14,172309,36.512652311007585,46087.0
hbW3CBw2b0c=,2024-06-18,424.6666666666667,481.15384615384613,580.1764705882352,40768.0,50040.0,39452.0,130260.0,1071,2065,2190,129,113,9,165,165,11,391214,200.33317979425763,260954.0
/AGpESfz4s4=,2024-06-28,626.8264462809917,638.983870967742,1178.4489795918366,75846.0,79234.0,57744.0,212824.0,1519,878,1828,104,97,30,140,140,40,297982,40.01334435965869,85158.0
EZLCQvQ1/m4=,2024-06-01,765.8198198198198,420.38461538461536,648.7719298245614,85006.0,43720.0,36980.0,165706.0,1369,924,1975,67,44,68,86,86,88,266679,60.93502951009619,100973.0
DucHUDZ6Fo4=,2024-06-15,488.26666666666665,595.3846153846154,981.2553191489362,14648.0,15480.0,46119.0,76247.0,878,802,1310,42,25,41,45,45,44,110636,45.10210237779847,34389.0
Zdzst69JhpI=,2024-06-22,285.5108695652174,350.9076923076923,322.3333333333333,26267.0,22809.0,9670.0,58746.0,612,773,1254,100,99,38,123,123,47,185379,215.56020835461135,126633.0
7AmoJ1/6TEY=,2024-06-07,642.8403361344538,1624.2549019607843,1146.5121951219512,76498.0,165674.0,47007.0,289179.0,886,2423,2630,105,95,0,164,164,0,323215,11.769872639437857,34036.0
Iq1pqOjoFk4=,2024-06-05,550.5833333333334,1074.776595744681,1255.5102040816328,52856.0,101029.0,61520.0,215405.0,1236,2268,2626,106,90,65,99,99,65,497174,130.80894129662727,281769.0
80niKEUE3RI=,2024-06-03,433.38461538461536,912.5808383233532,897.0,67608.0,152401.0,2691.0,222700.0,1272,1631,1886,124,121,28,144,144,32,407887,83.15536596317916,185187.0
WoarK+GWhy0=,2024-06-20,515.7263157894737,1869.2592592592591,1709.764705882353,48994.0,201880.0,145330.0,396204.0,1271,2437,3525,102,119,70,123,123,72,666395,68.19491978879567,270191.0
p3spkNHRfrw=,2024-06-07,584.7916666666666,710.7438016528926,648.5714285714286,56140.0,86000.0,36320.0,178460.0,1225,1346,1711,80,80,62,101,101,79,311762,74.69573013560462,133302.0
zaFiTxZymE4=,2024-06-20,181.02083333333337,473.8888888888889,559.3103448275862,8689.0,21325.0,16220.0,46234.0,296,723,845,18,23,30,39,39,50,47307,2.3208028723450274,1073.0
7xuEKpJwib0=,2024-06-29,420.4929577464789,490.0,672.7654320987655,29855.0,33320.0,54494.0,117669.0,631,860,988,73,71,58,88,88,70,164427,39.73688907018841,46758.0
mfdnbPOZU/w=,2024-06-07,561.6713286713286,695.3219178082192,676.2,80319.0,101517.0,10143.0,191979.0,1047,1040,1686,125,145,33,137,137,33,328993,71.36926434662124,137014.0
3MRrEn2SsAE=,2024-06-30,223.84615384615384,220.0,391.2931034482759,5820.0,220.0,22695.0,28735.0,572,491,634,32,14,24,51,51,38,40394,40.57421263267792,11659.0
7VpDCJuWZhk=,2024-06-30,1109.578431372549,525.7890625,1243.4848484848485,113177.0,67301.0,41035.0,221513.0,1619,1238,1987,123,84,14,158,158,18,330947,49.40296957740629,109434.0
gzjqM81qsL0=,2024-06-12,427.8571428571428,471.1627906976744,549.3939393939394,11980.0,20260.0,72520.0,104760.0,785,811,1860,20,19,90,33,33,147,198509,89.48930889652539,93749.0
MxGuOyurpCQ=,2024-06-15,374.57142857142856,691.0752688172043,482.72058823529414,23598.0,64270.0,32825.0,120693.0,717,1160,1621,69,93,75,100,100,80,278928,131.1053665084139,158235.0
9ON+RGBc+/g=,2024-06-20,398.0729166666667,624.2857142857143,543.1372549019608,38215.0,78660.0,27700.0,144575.0,1219,1282,1478,136,116,14,163,163,17,335188,131.84367975099428,190613.0
8N1gjTuJE8c=,2024-06-27,1203.6153846153843,513.8636363636364,953.3684210526316,15647.0,22610.0,54342.0,92599.0,1776,1064,2159,33,32,58,46,46,82,217878,135.29195779652048,125279.0
b6d29pf57wI=,2024-06-07,740.3986013986014,600.8888888888889,560.0,105877.0,81120.0,4480.0,191477.0,1233,1396,1724,92,103,12,142,142,16,277912,45.14119189249884,86435.0
2ln4kETdX4s=,2024-06-14,501.99029126213594,616.2037037037037,826.2857142857143,51705.0,66550.0,34704.0,152959.0,1132,925,1215,101,89,20,137,137,27,220957,44.45505004609078,67998.0
Hjk5ul5OwzA=,2024-06-30,605.204081632653,702.0728476821192,877.9423076923077,88965.0,106013.0,45653.0,240631.0,965,1048,1429,112,125,46,151,151,56,304814,26.672789457717418,64183.0
